ensembl_gene_id	external_gene_name	chromosome_name	start_position	end_position	strand	CNSvsS2.logFC	CNSvsS2.adjPValue	CNSvsBG3.logFC	CNSvsBG3.adjPValue	BG3vsS2.logFC	BG3vsS2.adjPValue
FBgn0038391	GATAe	3R	16009105	16019133	1	-10.5541957208946	1.35485033738637e-05	-10.9955442158329	1.31937711364824e-05	0.441348494938256	0.479296756153417
FBgn0003117	pnr	3R	16026079	16041796	1	-13.7872130959718	4.25230328961354e-08	-12.9757371298915	9.73532709980314e-08	-0.811475966080238	0.0381301553166196
FBgn0038396	CG5013	3R	16049670	16050693	1	0.0598608695430833	0.785155333799506	0.511987281111641	0.0394033759332253	-0.452126411568557	0.120125001598807
FBgn0027948	msps	3R	16050801	16060675	1	-3.39679775094733	1.00881178612404e-06	-1.77905189244122	8.51391160451369e-05	-1.61774585850611	0.000928648752089039
FBgn0010379	Akt1	3R	16099228	16105670	1	-1.08536322004178	0.00175350012189996	-0.75112262561208	0.0158374392773466	-0.334240594429697	0.334987018237751
FBgn0038397	CG10185	3R	16060589	16067594	-1	-1.18539257792919	0.0559324473614048	0.475710617880416	0.539186277897184	-1.66110319580961	0.0727197149864087
FBgn0024222	IKKbeta	3R	16046347	16049421	-1	-4.10071767155494	6.54595655127931e-07	-3.34030240646615	3.66286160750366e-06	-0.760415265088795	0.0492924439979484
FBgn0038395	CG10407	3R	16044747	16046130	-1	-1.17420609885386	0.011465118895015	-2.1361490507826	0.000352681364530927	0.961942951928745	0.0653979390228054
FBgn0002783	mor	3R	15968134	15972913	-1	0.439195088496732	0.0799527561995481	0.854113416811413	0.00483136113121435	-0.414918328314682	0.174420297176469
FBgn0052856	CG32856	3R	15964678	15965351	-1	2.37145625644929	2.85773783127093e-06	2.17258005558619	7.43957948381376e-06	0.198876200863106	0.497119432187694
FBgn0038388	CG4287	3R	15962167	15963867	-1	0.248876865809271	0.264262286939451	1.01905042303456	0.001318747525789	-0.770173557225288	0.0178997785964422
FBgn0027657	glob1	3R	15896926	15904643	-1	-1.20887959384389	0.00663220451076667	3.24290755552978	0.000132208418090365	-4.45178714937367	6.2196653922712e-05
FBgn0038401	CG5916	3R	16147029	16149636	1	-1.32850082813367	0.000259021633684767	0.220379313817243	0.416230857192892	-1.54888014195091	0.000917866869965738
FBgn0063649	CG6006	3R	16154982	16171766	1	-0.77689000527153	0.0584656799069251	4.52908090094221	3.0744861525893e-05	-5.30597090621374	4.0494062551711e-05
FBgn0051287	CG31287	3R	16203371	16204961	1	3.98606007287414	0.00570009392987833	3.5552297674243	0.0156401439414363	0.430830305449842	0.897624593813915
FBgn0040071	tara	3R	16225651	16260329	1	0.77752486746705	0.0150346149480258	-1.23324580648872	0.000966105195052945	2.01077067395577	0.000293122825168262
FBgn0020407	asun	3R	16264271	16266891	1	-0.216132506795379	0.375263430434721	-0.108960642654926	0.670354367285942	-0.107171864140453	0.766960897383488
FBgn0038416	CG17930	3R	16327849	16329622	1	-7.39197444145817	0.000198667415364376	-6.4108572069763	0.00131922938592572	-0.981117234481871	0.245433694532119
FBgn0040271	Sulf1	3R	16310542	16339575	-1	-2.33148714552994	5.57754007840883e-06	-2.32006971268403	8.05459188211651e-06	-0.0114174328459052	0.995685294200706
FBgn0038407	CG6126	3R	16198000	16203083	-1	-3.38880565079613	3.027650832336e-06	-3.64639466737492	2.79154523119716e-06	0.257589016578795	0.527702919987428
FBgn0024491	Bin1	3R	16186156	16189564	-1	0.876462811491125	0.00445405792017969	0.0434183954364603	0.86936520525455	0.833044416054665	0.0183266284104845
FBgn0038402	Fer2	3R	16149369	16151312	-1	8.02517615801906	1.11820334364883e-06	8.48300746726599	2.46347435123901e-06	-0.457831309246938	0.859425146054571
FBgn0038400	CG5903	3R	16144401	16146855	-1	-0.258816298811634	0.236012778629007	-0.547946628924661	0.0249354889841089	0.289130330113027	0.301267315137603
FBgn0038418	pad	3R	16342318	16345829	1	-0.838201299289922	0.00894873991722164	-0.724617011679237	0.0226941439181667	-0.113584287610684	0.781624064388508
FBgn0027095	Manf	3R	16349404	16350801	1	-0.793259451712805	0.0018392132176686	0.22281950457533	0.281057466692898	-1.01607895628814	0.0023443783436513
FBgn0051279	CG31279	3R	16430681	16432897	1	-1.44452310082332	0.294616200847168	-4.73719700089556	0.00112961862043941	3.29267390007224	0.0215937343704837
FBgn0038424	CG17565	3R	16432998	16434740	1	0.828766195048961	0.00724872046069724	0.616047155479961	0.032575953828822	0.212719039569	0.526462557104001
FBgn0038425	CG14881	3R	16434899	16436066	1	1.32236326170118	0.000170062987444034	1.28848137764663	0.000284284943780908	0.0338818840545477	0.936846311336654
FBgn0038429	CG14882	3R	16443207	16445010	1	-0.103877698966601	0.690063975807421	0.071901587438919	0.801822839282477	-0.17577928640552	0.631163360752825
FBgn0038431	CG10405	3R	16454492	16455797	1	-3.60987565660502	9.12085588809978e-05	-1.60802734549377	0.0470098919617428	-2.00184831111124	0.0166460118369071
FBgn0038432	CG14883	3R	16456052	16458233	1	1.35236416539528	0.000486901649760175	1.82688293663525	0.000109755862463184	-0.474518771239969	0.182131122838765
FBgn0027053	CSN5	3R	16470099	16471406	1	1.02748659645518	0.000480291931784235	0.733117204164123	0.00427328412283753	0.294369392291058	0.253473294265483
FBgn0038436	Gyc89Db	3R	16477110	16481070	1	0.736828198288279	0.399148204354014	6.29692231702313	0.0148146122895774	-5.56009411873485	0.0720194990193083
FBgn0038446	CG14903	3R	16573179	16573752	-1	1.09260068851512	0.00151696782966266	1.07672009485968	0.00220203623143163	0.0158805936554423	0.988305031338421
FBgn0038438	Der-2	3R	16482694	16484223	-1	-0.579691419832087	0.0154256975487285	0.4163904792454	0.0742345998123415	-0.996081899077487	0.00384140202429436
FBgn0038437	Sdhaf3	3R	16481861	16482452	-1	1.9818526651661	0.000633716621735827	1.76089129915787	0.00165195559556537	0.220961366008224	0.706810080587048
FBgn0044826	Pak3	3R	16445007	16453821	-1	-1.59472496476718	0.000270297254472423	-1.84070625763014	0.00012963844067255	0.245981292862965	0.526429652779864
FBgn0038428	CG14894	3R	16441843	16443007	-1	-0.174265298792724	0.35445140698332	-0.27157464344952	0.167009724583149	0.0973093446567967	0.716216844154613
FBgn0038426	mRpS33	3R	16436045	16436597	-1	1.42805136683043	0.00028195612505039	1.62141868889082	0.000178146254792412	-0.193367322060386	0.5844383219178
FBgn0038421	CG17931	3R	16357535	16359466	-1	1.71985702656248	0.00340035732734204	2.20726724884321	0.00190699525075649	-0.487410222280728	0.530496330786072
FBgn0038420	CG10311	3R	16350786	16357015	-1	3.26257505571879	9.08639940578822e-05	4.51852848944178	7.17589581098337e-05	-1.25595343372299	0.319512929624187
FBgn0038419	CG14879	3R	16345825	16349226	-1	3.77524128181792	0.000674304530907079	3.20880131062759	0.00255327580786775	0.566439971190324	0.706115436107865
FBgn0027109	NPF	3R	16609220	16611325	1	12.3940010107342	1.8296863176223e-06	12.3940010107342	3.76583624373523e-06	0	1
FBgn0015520	nonA-l	3R	16640205	16643112	1	0.965460855089835	0.00389362612408343	0.252425875098493	0.350366186326479	0.713034979991341	0.0495035495900888
FBgn0038453	Arl6IP1	3R	16643605	16645171	1	1.06755840076227	0.000711874775622251	0.908283682923881	0.00225624712731966	0.159274717838393	0.591362109365957
FBgn0015019	CCT3	3R	16647605	16649978	1	-0.0101792218859872	0.970800796168587	-0.533520512403155	0.049789276962448	0.523341290517168	0.112264138180778
FBgn0003944	Ubx	3R	16656623	16734426	-1	10.607714909344	3.11617963770203e-05	10.607714909344	6.33733746647298e-05	0	1
FBgn0051217	modSP	3R	16652446	16655662	-1	-0.201369914330188	0.815424088240503	-1.48060372980875	0.0937187769858602	1.27923381547857	0.24595629696852
FBgn0038455	CG14907	3R	16651217	16652319	-1	-3.41598586742017	6.23828127561544e-06	-2.34031538796235	0.000105901374572517	-1.07567047945783	0.0295275153740602
FBgn0015351	CG14906	3R	16649981	16651157	-1	-1.12107427506078	0.00426687845184387	-1.5371334091457	0.000759672913572004	0.416059134084916	0.314567304321445
FBgn0038454	CG10324	3R	16645072	16647004	-1	-1.8009616918144	5.68533460857993e-05	-1.40501057131731	0.000477187580731254	-0.39595112049709	0.247883312211561
FBgn0038452	CG14905	3R	16622735	16624717	-1	2.33829861407815	0.326224291347708	-5.3492235503084	0.000330130670027766	7.68752216438656	0.00186391199626027
FBgn0022344	CG10340	3R	16613398	16614391	-1	1.03935953299458	0.00119966934626741	1.336886429417	0.000327937662097509	-0.297526896422417	0.328999365489151
FBgn0020907	Scp2	3R	16574543	16583663	-1	7.69735783853939	1.93489386779499e-06	7.31714019037492	4.88510641093831e-06	0.38021764816447	0.890971853229544
FBgn0038463	CG3534	3R	16996446	16999449	1	-0.824210932889496	0.00306485622433599	0.223250750933745	0.346905035605183	-1.04746168382324	0.00414503878113532
FBgn0038465	Irc	3R	17002875	17007208	1	-4.83890118078807	3.55575578753894e-07	-2.62356163381735	1.67810650926365e-05	-2.21533954697072	0.000325163348410822
FBgn0038467	AdSL	3R	17018780	17021120	-1	0.311700298986748	0.167382866418518	-0.119602061005501	0.594431978744634	0.431302359992248	0.133494938964423
FBgn0038462	CG17556	3R	16994542	16996071	-1	0.547742696105797	0.0178532432764806	2.72747076655352	2.57758555551315e-06	-2.17972807044773	4.46815533558108e-05
FBgn0038461	CG3678	3R	16990334	16991878	-1	-0.441801243404193	0.0643235708595136	1.13879767111427	0.000921887584122799	-1.58059891451846	0.000481245365942697
FBgn0038460	CG18622	3R	16983510	16987732	-1	2.5511194928147	9.33960829396102e-05	6.59971064708751	7.82741803018403e-06	-4.04859115427281	0.00252685545570005
FBgn0015011	AhcyL2	3R	16978439	16982158	-1	5.94630352642365	0.000472977932981237	-0.539440000478266	0.388053562844662	6.48574352690191	0.00101752820631752
FBgn0000015	Abd-B	3R	16927212	16972236	-1	6.43239583941373	3.03552918042775e-05	5.12094314556422	0.00011832563073006	1.31145269384951	0.517951189542561
FBgn0000014	abd-A	3R	16807214	16830049	-1	11.0086800707657	1.54489477764665e-05	11.0086800707657	3.15805232353135e-05	0	1
FBgn0038471	CG5220	3R	17040682	17041895	1	1.35765372854968	0.000120507693487992	1.56812731015058	6.68594457512842e-05	-0.210473581600899	0.462622062502052
FBgn0038476	kuk	3R	17080244	17084781	1	1.74040525479367	9.21258961087305e-05	0.592645229620031	0.0393282192682931	1.14776002517364	0.00479924083513024
FBgn0038478	cal1	3R	17088280	17091938	1	-1.33673054303544	0.00224598547204382	-1.99746161806009	0.000202135147370899	0.660731075024647	0.134742097583878
FBgn0038490	CG5285	3R	17150587	17151630	1	1.10709318796061	0.00132056480773352	1.9951898582377	6.13495755249166e-05	-0.888096670277085	0.0235327281509726
FBgn0038491	CG5292	3R	17151861	17153771	1	-1.03684515807403	0.00104370512023973	-0.744658922070331	0.00921378777236881	-0.292186236003704	0.341414266315163
FBgn0038494	beat-IIb	3R	17232253	17265049	-1	6.23209587661978	8.02983138925763e-05	0.960876556208879	0.123404023114848	5.2712193204109	0.00147834940483545
FBgn0038488	m-cup	3R	17144475	17149412	-1	-1.02160740378753	0.000362566883577681	-0.487242693747148	0.0308638886946415	-0.534364710040383	0.0494023261200599
FBgn0038475	Keap1	3R	17073942	17079945	-1	-2.09858536840223	3.99956072995865e-05	-0.697730875755841	0.0408344047474164	-1.40085449264639	0.00391336125888419
FBgn0038473	Ns1	3R	17070523	17072675	-1	-1.66754114828216	9.78548052232124e-06	-1.01120740969832	0.000414378569939438	-0.656333738583842	0.0178282783367326
FBgn0038472	CG3995	3R	17041896	17043136	-1	0.355022804461157	0.120265712854922	0.238519341754312	0.297348193460922	0.116503462706845	0.711930281917849
FBgn0038470	CG18213	3R	17036394	17040203	-1	-2.89907472997366	4.65914953369158e-05	-3.65697481977768	1.33455892207818e-05	0.757900089804018	0.134061025789633
FBgn0028992	sds22	3R	17391594	17393020	1	0.238285944782023	0.338426883661583	0.486829493544668	0.0730340917074259	-0.248543548762645	0.44493026027537
FBgn0000564	Eh	3R	17446642	17448858	-1	11.7774577906101	4.44904757690672e-07	8.91503904249053	1.13905375130602e-06	2.86241874811954	0.290567520805872
FBgn0038510	CG14331	3R	17438968	17440728	-1	7.84288039237978	0.000801006401470161	7.84288039237978	0.00172067804861975	0	1
FBgn0038504	Sur-8	3R	17395199	17402515	-1	-2.90078463680246	2.57142036512071e-06	-2.46651426826352	9.9303324751062e-06	-0.434270368538942	0.205649617618884
FBgn0038499	Brf	3R	17374833	17391337	-1	-0.0205681131333596	0.91087612974175	-0.245146204912208	0.178944221453625	0.224578091778848	0.325503824083297
FBgn0038498	beat-IIa	3R	17320004	17366119	-1	10.1257812247405	1.89796236642269e-07	6.90844454664381	6.31828777786242e-07	3.21733667809671	0.0188441789091519
FBgn0025571	SF1	3R	17540421	17545148	1	1.15761300584266	0.000127454982657984	0.55437305463825	0.0118420474421843	0.603239951204415	0.0209254897267194
FBgn0003375	Sgs5	3R	17595362	17596112	1	7.00737385502764	0.00715918018155241	7.00737385502764	0.0139631201914029	0	1
FBgn0038524	sll	3R	17606106	17608541	1	1.05514255601136	0.000517342833695946	1.81888885786574	2.28851598173392e-05	-0.763746301854381	0.0145472025367716
FBgn0038528	CG14326	3R	17619100	17619688	1	-4.90170778877561	8.80522048698308e-05	3.16713099285624	0.20691672972239	-8.06883878163185	0.00110557432145173
FBgn0038532	CG14322	3R	17647679	17669985	1	0.613259976014693	0.144806872297815	1.44889732073109	0.00706942582384977	-0.835637344716402	0.135123892014196
FBgn0000063	Mps1	3R	17671271	17673828	1	-1.1690655413773	0.00197206224098002	-0.747266617055123	0.0266515090145886	-0.421798924322172	0.27110644991706
FBgn0038536	CG7655	3R	17682669	17683773	1	0.174630497204336	0.377750871012952	0.990426970421941	0.000771909810259884	-0.815796473217605	0.00786732031290281
FBgn0051360	CG31360	3R	17685097	17685807	1	1.61436492863955	9.64673924803822e-05	1.72792749643875	9.5987591816943e-05	-0.113562567799194	0.763474335246869
FBgn0051249	CG31249	3R	17685689	17687071	-1	1.64339118798985	1.47024231587627e-05	1.48442967013623	3.99310491903566e-05	0.15896151785362	0.537135993360681
FBgn0051251	CG31251	3R	17683740	17684915	-1	1.50428382367811	0.00123143071649036	2.13203277550063	0.000249819038803112	-0.627748951822519	0.18825192512966
FBgn0038533	CG7523	3R	17669144	17670895	-1	-0.975793452316629	0.00127921744878237	-0.639643689680334	0.0163565995737348	-0.336149762636296	0.25784990395342
FBgn0004554	Edg91	3R	17610856	17611511	-1	6.88684959952412	0.00260224838063825	6.88684959952412	0.00545022026421678	0	1
FBgn0038519	Prx3	3R	17545222	17546531	-1	1.11760330882973	0.000367733387835967	1.10244168613805	0.000504537776302238	0.015161622691678	0.981188325106453
FBgn0010926	l(3)07882	3R	17535533	17539963	-1	-1.09092191626719	0.000557772504636059	-0.427176949375477	0.0803491991552697	-0.663744966891709	0.0350850800533829
FBgn0038515	CG5823	3R	17532325	17534587	-1	-0.684654290321027	0.00570428711703688	-0.327840785223556	0.133579024115257	-0.356813505097471	0.186312799603151
FBgn0038540	CG14321	3R	17733598	17734381	1	13.9203043382061	1.89796236642269e-07	13.9203043382061	3.76247944325423e-07	0	1
FBgn0038541	TyrRII	3R	17736611	17747470	1	8.12408200626296	0.00010178143359869	8.12408200626296	0.000238013426078641	0	1
FBgn0038545	pasi1	3R	17795075	17796317	1	2.64302123535657	4.25517135105531e-06	1.68992196073767	8.64192888932991e-05	0.953099274618908	0.0127741919822897
FBgn0038552	Alg1	3R	17809401	17811134	-1	-1.63726515089952	6.68969748677743e-06	-0.444266343107054	0.0272516763708778	-1.19299880779247	0.000478387331682698
FBgn0038551	Odj	3R	17807407	17809222	-1	0.599974969731229	0.0153836409089061	1.20651299259639	0.000380308462825051	-0.60653802286516	0.0428549188085428
FBgn0038549	CG17802	3R	17803225	17805249	-1	-2.11949302092053	5.79323078001122e-05	-1.974928624628	0.000141716264913345	-0.144564396292538	0.741412581923027
FBgn0038548	CG17806	3R	17801542	17803260	-1	1.26572926807778	0.00405034529077637	1.37366347990847	0.00341329554327732	-0.107934211830695	0.851199671950437
FBgn0038546	CG7379	3R	17796376	17798304	-1	0.577485621032819	0.0269241125963108	0.529696154367981	0.0421741313080378	0.0477894666648378	0.903143585424256
FBgn0038542	TyrR	3R	17750129	17763188	-1	8.21603974659788	8.24061757158561e-05	8.21603974659788	0.000192408530394343	0	1
FBgn0000477	DNaseII	3R	18019375	18021161	1	9.81851432128175	4.19662510382602e-07	9.36867353826421	9.80223328922661e-07	0.449840783017546	0.866207322455039
FBgn0038564	CG7785	3R	18021600	18023689	1	1.05979763245109	0.00138231922501733	0.0195950342626928	0.941641244393568	1.0402025981884	0.00654170208756612
FBgn0038565	CG7794	3R	18023707	18025378	1	3.75648766948787	0.00191167732136496	4.25031199821141	0.00298087705724993	-0.493824328723543	0.851888370281644
FBgn0003499	sr	3R	18090803	18135583	1	4.72819258044528	0.0025426400444284	1.47118527131463	0.107030185828898	3.25700730913065	0.0752235628629731
FBgn0010389	htl	3R	18045216	18052984	-1	4.75189600807664	6.9447723056559e-07	-3.59473353816547	2.98815066660361e-07	8.3466295462421	2.16239083267149e-07
FBgn0022943	Cbp20	3R	18164661	18165439	1	1.95149925144396	1.08003960934914e-05	2.09519722139408	1.02256557488658e-05	-0.143697969950119	0.626857393131192
FBgn0042693	wrd	3R	18167757	18180049	1	1.33779507930254	9.8917956500369e-05	1.8815813566093	1.51917120259899e-05	-0.543786277306755	0.0500598114479507
FBgn0038576	Arp5	3R	18185498	18187875	1	0.44819861426328	0.0520685045846359	0.963628501107459	0.00144672538593628	-0.515429886844179	0.0748183796524419
FBgn0038578	MED17	3R	18189072	18191265	1	0.969447736271416	0.00063567355822093	0.734096554155567	0.00398832979808613	0.235351182115849	0.358081253730219
FBgn0028499	CG7985	3R	18199857	18215001	1	2.47980236707925	3.12436258553124e-06	1.0743066953231	0.000728532644951211	1.40549567175615	0.000634177206847301
FBgn0038581	CG14314	3R	18216142	18218014	1	6.38027804639649	9.69811547035886e-08	1.84016065571887	2.40147600731336e-05	4.54011739067762	3.87553087929119e-06
FBgn0038582	CG7988	3R	18220526	18221473	1	-0.0128798358906511	0.970504769587583	0.473243498406663	0.172925240740252	-0.486123334297314	0.258022580943035
FBgn0038585	Non3	3R	18223722	18224942	1	0.638383181654065	0.0111937043153701	1.12109350800785	0.000578253191777874	-0.482710326353783	0.0925608909505002
FBgn0011701	repo	3R	18236192	18239602	1	13.3886403302598	2.48024390174291e-06	4.85954546569938	2.37964196779773e-05	8.52909486456042	0.00158400227895532
FBgn0020238	14-3-3epsilon	3R	18242531	18250550	1	0.439690220253344	0.0491892784468072	-0.0774067882864188	0.716955327899419	0.517097008539763	0.0604571420026621
FBgn0038592	CG18599	3R	18267789	18271172	1	6.26153948913043	3.56138731376867e-06	5.24661939519455	1.28825576207043e-05	1.01492009393587	0.538814715382458
FBgn0026250	eIF1A	3R	18274665	18283005	1	-1.04623243352641	0.000696700472941625	-1.0584054666426	0.000773428707965365	0.0121730331161934	0.991702887855619
FBgn0038597	CG8064	3R	18283660	18286624	1	-0.412747960652221	0.10039238970167	0.318165949490551	0.213173581491689	-0.730913910142772	0.0320221871723037
FBgn0024432	Dlc90F	3R	18299229	18300044	1	-0.515750198028109	0.0459286704739911	-0.299781662909507	0.226683693572141	-0.215968535118602	0.496928303383828
FBgn0038609	Nup43	3R	18366638	18367913	1	0.304100525319129	0.153575808512309	0.264877694627862	0.218300467087494	0.0392228306912662	0.912138978449878
FBgn0038610	CG7675	3R	18378124	18381178	-1	6.43167992979324	0.000175088669197565	4.50432692908659	0.000923270296742877	1.92735300070666	0.416370900547245
FBgn0038608	WRNexo	3R	18364244	18366162	-1	-1.85830229489378	0.00169790938643152	-1.61413528505483	0.00472723344159974	-0.244167009838952	0.698296089816964
FBgn0038606	CG15803	3R	18330932	18360728	-1	8.04903749099327	9.93741427048895e-05	8.04903749099327	0.000233664495082747	0	1
FBgn0038603	PKD	3R	18303279	18314407	-1	3.43219528616	4.26672464542884e-05	5.73025727060929	1.28321625199556e-05	-2.2980619844493	0.0227326826348926
FBgn0038601	CG18600	3R	18300195	18301728	-1	0.323262534935607	0.198472115504259	-0.602325166598011	0.02773867608543	0.925587701533619	0.0114888782902848
FBgn0010877	l(3)05822	3R	18288866	18298879	-1	-2.16055514931968	1.8910851894024e-06	-2.10749669243676	3.17496942259365e-06	-0.0530584568829252	0.863644991883805
FBgn0038598	CG7131	3R	18286620	18288777	-1	1.18694782222106	0.0111893518933432	-0.297101524614107	0.4347332449706	1.48404934683517	0.0128806945203051
FBgn0038596	CG14312	3R	18282978	18283528	-1	10.0653483922536	1.41913249692622e-07	7.8144204571013	3.76247944325423e-07	2.25092793515234	0.151013171851444
FBgn0038595	CG7142	3R	18278181	18279522	-1	-5.30654017914956	3.27980444924928e-06	-3.16001635990661	0.000453482752835254	-2.14652381924296	0.0034826298564395
FBgn0038593	Vps39	3R	18271189	18274446	-1	-0.310068924274563	0.194124457802956	0.376395877974391	0.138970770146776	-0.686464802248954	0.0379883067914132
FBgn0038590	CG12320	3R	18251069	18252734	-1	1.20897791872618	0.00138251111823585	0.451071533334064	0.122084225906846	0.757906385392116	0.0477773066491956
FBgn0038588	CG7156	3R	18239420	18242159	-1	1.16274555425163	0.000244786427764895	0.934052594147093	0.00126840206298066	0.228692960104538	0.400822310354271
FBgn0038586	CG7168	3R	18224902	18226082	-1	0.758460876903681	0.00375360386295054	0.280913884683388	0.191848252005458	0.477546992220293	0.084316358829126
FBgn0038584	mTerf5	3R	18221522	18223682	-1	-0.277605054461116	0.15981704773015	-0.031517336688491	0.882821569233855	-0.246087717772625	0.331075044880355
FBgn0038583	CG7183	3R	18218147	18220699	-1	0.510440318163871	0.0426357388054959	-0.0384047971597567	0.877876675619051	0.548845115323628	0.0771175418502179
FBgn0011481	Ssdp	3R	18192494	18199595	-1	1.70214495683334	0.00603705648216113	0.816992676945379	0.116139858392307	0.885152279887964	0.162852546783185
FBgn0038577	CG12321	3R	18187805	18188707	-1	1.23552732036354	0.0001967234942412	1.59921613090373	5.40425136985965e-05	-0.36368881054019	0.194851393618281
FBgn0038569	CG7218	3R	18161392	18164397	-1	0.114480581751381	0.562307383523257	0.314393678634585	0.133826457872412	-0.199913096883203	0.438586763591916
FBgn0038612	cona	3R	18385828	18386887	1	-8.33362031666134	0.000210376049953927	-3.82973985884896	0.126508845058104	-4.50388045781238	0.00952383493239709
FBgn0038619	CG7685	3R	18404940	18406002	1	1.27142837072472	0.000133404086754418	1.02170948088197	0.000729294396030414	0.249718889842753	0.358523622626323
FBgn0038627	CG7694	3R	18573091	18590726	1	6.34037265385441	6.74380543695064e-06	1.48955601548932	0.00501489035741443	4.85081663836509	0.000426929545543972
FBgn0023083	fray	3R	18573091	18589459	1	-2.98932685286013	4.45367550135504e-07	-1.46274244797448	7.49752596764707e-05	-1.52658440488565	0.000293122825168262
FBgn0004652	fru	3R	18414273	18545586	-1	-2.62577053344966	0.000133685411462464	3.74688248985406	0.000232854440200548	-6.37265302330372	2.69319885716951e-05
FBgn0051122	CG31122	3R	18406064	18412874	-1	-1.59309474063701	6.65291001548551e-05	-1.4641698630457	0.000156000252080103	-0.128924877591309	0.701749298022562
FBgn0038621	CG10864	3R	18410080	18411631	-1	-2.27644722407193	0.0128950921039312	-2.2641902176325	0.0186757567592334	-0.012257006439434	1
FBgn0038617	CG12333	3R	18400373	18402716	-1	0.929657524949971	0.00206687737579441	0.119325233622929	0.609667333693899	0.810332291327041	0.0154234726353562
FBgn0028670	Vha100-2	3R	18390323	18399169	-1	-2.80789722426926	6.54187784808725e-06	-2.33395062336206	2.88072015318477e-05	-0.473946600907195	0.215824364473843
FBgn0044871	Gos28	3R	18663738	18665307	1	0.206366770505216	0.409184281260086	0.5426394254693	0.0525820494042007	-0.336272654964084	0.303286217710823
FBgn0051229	CG31229	3R	18667852	18669083	1	0.896061113288569	0.00521701460199561	0.718542072677205	0.0198853114143912	0.177519040611364	0.629533471070864
FBgn0038638	CG7702	3R	18669390	18674679	1	-1.20380408497942	0.000274228218665614	4.89884287091976	7.93285488157035e-07	-6.10264695589918	7.00040283092418e-07
FBgn0038640	CG7706	3R	18677818	18680321	1	0.505495486217666	0.0531304502922546	0.240165740180881	0.337038607573648	0.265329746036785	0.405770304964879
FBgn0038641	ChT	3R	18680604	18686739	1	8.23998143121254	4.89966375528504e-05	10.7127224788722	8.60812462996585e-05	-2.47274104765965	0.603307299144271
FBgn0038653	Octalpha2R	3R	18799280	18849224	-1	4.71054064941889	4.87086154619519e-06	7.13379808284695	3.47916782061869e-06	-2.42325743342806	0.0389084434721517
FBgn0038652	CG7720	3R	18759236	18795169	-1	-0.344343810371582	0.338687775701832	1.85393065360572	0.00139800307367533	-2.1982744639773	0.00170045497292283
FBgn0038649	CG7718	3R	18744063	18746041	-1	-0.542474427184253	0.0292443193858999	0.730909339970967	0.0113690522082703	-1.27338376715522	0.00173897331410143
FBgn0024329	Mekk1	3R	18733106	18743594	-1	-1.67487735576244	1.17352953618954e-05	-0.902427587194722	0.0009938032769334	-0.772449768567721	0.00945790835196356
FBgn0038659	EndoA	3R	18906609	18910755	1	-0.260898008960375	0.235728994067014	0.391402035004912	0.100842500926737	-0.652300043965287	0.0342087650572811
FBgn0022338	dnk	3R	18980995	18982749	1	-0.528828844658344	0.0135949234163638	-0.0799132568010714	0.68399367700988	-0.448915587857273	0.0743673294098139
FBgn0038673	CG14286	3R	19024092	19024853	1	0.709458383241514	0.00908198335413802	0.867364241225181	0.0040182987487612	-0.157905857983667	0.620341117124395
FBgn0038674	CG14285	3R	19025099	19026203	1	2.43059171619914	0.000137503836780736	1.53628051894654	0.00263467020228005	0.894311197252595	0.123723692735348
FBgn0027785	NP15.6	3R	19027368	19028015	1	0.559889912306027	0.0111937043153701	0.114283378545986	0.551851737683095	0.445606533760041	0.0738695956200226
FBgn0015781	P5cr	3R	19028931	19030159	1	1.59720105902067	3.33877465252183e-05	0.851918314980054	0.00215067866045024	0.745282744040619	0.0145472025367716
FBgn0038675	CG6013	3R	19031503	19032409	1	1.17594282654777	0.000201659594637905	1.66295994478495	3.1727974990919e-05	-0.487017118237185	0.077236193147459
FBgn0004876	cdi	3R	19044882	19094270	-1	-0.489070798017728	0.0299007053460254	-2.224449502533	3.16168922224018e-06	1.73537870451527	0.000110340721349656
FBgn0027784	Prp18	3R	19029968	19031271	-1	1.20221229237603	0.000257267200390268	0.749838585404124	0.0053694237987915	0.452373706971906	0.111162276304132
FBgn0038672	CG6005	3R	19022458	19024030	-1	1.07447015523637	0.00421672986811018	-0.046730622981021	0.88334903090469	1.12120077821739	0.0119601902225397
FBgn0038666	Smu1	3R	18978980	18981324	-1	1.64521873974164	2.71567983055948e-05	2.13291794070885	7.92317021012161e-06	-0.487699200967204	0.0820819124661234
FBgn0038665	euc	3R	18978273	18978809	-1	5.50350147570965	3.46499677472515e-06	4.3080650175947	1.53308751016114e-05	1.19543645811495	0.242856482623128
FBgn0038662	Mpc1	3R	18926996	18928659	-1	-0.909032215395736	0.0100216210189477	-0.887514886785596	0.0133837307899514	-0.0215173286101397	0.98248958569449
FBgn0038660	CG14291	3R	18911053	18912922	-1	-2.05911912627194	1.29485517548606e-05	3.05783042446598	7.42170296247925e-06	-5.11694955073793	1.42423409239151e-06
FBgn0016120	ATPsynD	3R	19095000	19096271	1	0.952310014802645	0.00101570997718339	1.08730715248205	0.00053895233311828	-0.134997137679403	0.631950747489047
FBgn0038679	CG6040	3R	19096961	19131929	1	0.332123849820392	0.309095252912732	-3.92086204998787	9.39756967194439e-07	4.25298589980826	5.53108475270594e-06
